uid;pid;cid;fecha
92;48;;12-10-2021
22;54;;12-10-2021
66;;88;12-10-2021
92;;105;12-10-2021
22;;115;12-11-2021
75;;156;12-11-2021
75;35;;12-11-2021
62;81;;12-11-2021
70;;29;12-11-2021
93;21;;12-11-2021
59;76;;12-11-2021
32;38;;12-11-2021
132;;147;12-11-2021
92;21;;12-11-2021
46;5;;12-11-2021
57;23;;12-11-2021
24;;110;12-11-2021
19;96;;12-11-2021
75;;145;12-11-2021
54;;129;12-11-2021
123;;102;12-11-2021
75;83;;12-11-2021
119;;132;12-12-2021
31;38;;12-12-2021
75;;144;12-12-2021
55;39;;12-12-2021
10;;107;12-12-2021
40;;140;12-12-2021
67;;155;12-12-2021
1;72;;12-12-2021
20;65;;12-12-2021
50;8;;12-12-2021
92;75;;12-12-2021
75;;110;12-12-2021
74;75;;12-12-2021
59;;98;12-12-2021
40;64;;12-12-2021
92;;97;12-13-2021
1;1;;12-13-2021
31;;103;12-13-2021
14;;9;12-13-2021
73;;142;12-13-2021
92;;107;12-13-2021
8;;140;12-13-2021
46;;134;12-13-2021
106;21;;12-13-2021
5;13;;12-13-2021
92;;85;12-13-2021
65;31;;12-13-2021
119;;105;12-13-2021
75;;103;12-13-2021
16;;84;12-13-2021
92;;86;12-13-2021
63;;144;12-13-2021
69;;137;12-13-2021
75;;104;12-13-2021
92;;106;12-13-2021
49;;88;12-13-2021
28;72;;12-14-2021
8;;138;12-14-2021
44;;143;12-14-2021
77;;106;12-14-2021
106;;107;12-14-2021
75;;102;12-14-2021
44;45;;12-14-2021
142;49;;12-14-2021
106;;106;12-14-2021
108;101;;12-14-2021
67;48;;12-14-2021
75;;108;12-14-2021
66;;99;12-14-2021
39;66;;12-14-2021
7;65;;12-14-2021
41;2;;12-14-2021
75;;109;12-15-2021
32;21;;12-15-2021
75;;86;12-15-2021
2;7;;12-15-2021
22;;88;12-15-2021
75;;157;12-15-2021
115;;141;12-15-2021
75;;146;12-15-2021
1;72;;12-15-2021
35;;85;12-15-2021
106;;99;12-15-2021
7;;131;12-15-2021
14;;18;12-15-2021
90;59;;12-15-2021
22;;151;12-15-2021
92;;144;12-15-2021
75;;85;12-15-2021
122;5;;12-16-2021
119;;134;12-16-2021
22;;87;12-16-2021
1;70;;12-16-2021
58;50;;12-16-2021
142;;149;12-16-2021
50;2;;12-16-2021
55;54;;12-16-2021
142;;73;12-16-2021
142;;71;12-16-2021
133;48;;12-16-2021
142;;147;12-16-2021
75;;84;12-16-2021
102;86;;12-17-2021
22;;134;12-17-2021
23;;154;12-17-2021
119;;141;12-17-2021
87;72;;12-17-2021
70;;155;12-17-2021
36;;103;12-17-2021
102;86;;12-17-2021
26;;106;12-17-2021
97;60;;12-17-2021
39;;92;12-17-2021
19;72;;12-17-2021
31;;124;12-17-2021
39;;141;12-18-2021
7;;129;12-18-2021
44;;75;12-18-2021
142;19;;12-18-2021
50;32;;12-18-2021
106;48;;12-18-2021
7;;154;12-18-2021
106;;150;12-18-2021
70;;142;12-18-2021
130;60;;12-18-2021
141;;121;12-19-2021
30;26;;12-19-2021
119;;133;12-19-2021
7;;153;12-19-2021
14;;150;12-19-2021
106;;115;12-19-2021
20;50;;12-19-2021
33;;89;12-19-2021
40;;73;12-19-2021
54;;131;12-19-2021
54;;135;12-19-2021
90;;67;12-19-2021
71;86;;12-19-2021
105;81;;12-19-2021
22;;105;12-20-2021
36;68;;12-20-2021
7;;156;12-20-2021
19;5;;12-20-2021
106;;152;12-20-2021
36;;69;12-20-2021
43;;87;12-20-2021
46;;133;12-21-2021
106;;104;12-21-2021
142;;139;12-21-2021
8;;86;12-21-2021
63;;114;12-21-2021
119;;106;12-21-2021
22;;52;12-21-2021
132;59;;12-21-2021
33;;141;12-21-2021
20;65;;12-21-2021
7;;157;12-21-2021
22;;89;12-21-2021
74;;139;12-21-2021
40;;72;12-21-2021
106;;116;12-21-2021
35;19;;12-21-2021
119;64;;12-21-2021
7;5;;12-21-2021
56;;134;12-21-2021
66;;107;12-22-2021
48;97;;12-22-2021
106;;107;12-22-2021
62;11;;12-22-2021
50;42;;12-22-2021
106;;133;12-22-2021
7;78;;12-22-2021
142;80;;12-23-2021
45;;116;12-23-2021
73;;87;12-23-2021
32;78;;12-23-2021
105;48;;12-23-2021
142;80;;12-23-2021
106;;103;12-23-2021
22;53;;12-23-2021
48;;150;12-23-2021
66;;110;12-23-2021
72;;102;12-24-2021
14;;103;12-24-2021
67;;142;12-24-2021
130;;56;12-24-2021
90;77;;12-24-2021
32;;139;12-24-2021
31;37;;12-24-2021
23;;53;12-24-2021
22;;144;12-24-2021
69;;135;12-24-2021
7;;130;12-24-2021
35;82;;12-24-2021
7;;155;12-24-2021
67;;141;12-24-2021
18;7;;12-25-2021
122;62;;12-25-2021
142;;148;12-25-2021
16;;156;12-25-2021
32;;52;12-25-2021
36;;21;12-25-2021
106;;106;12-25-2021
16;;123;12-25-2021
31;;102;12-25-2021
80;72;;12-25-2021
146;49;;12-26-2021
59;;156;12-26-2021
32;;115;12-26-2021
132;;136;12-26-2021
16;;125;12-26-2021
142;21;;12-26-2021
92;19;;12-26-2021
65;;80;12-26-2021
39;;142;12-26-2021
106;;102;12-27-2021
122;26;;12-27-2021
119;;89;12-27-2021
106;;151;12-27-2021
106;;114;12-27-2021
97;;105;12-27-2021
43;;9;12-27-2021
12;90;;12-27-2021
106;;105;12-27-2021
54;;123;12-27-2021
23;;106;12-28-2021
31;;123;12-28-2021
23;;51;12-28-2021
106;;100;12-28-2021
19;20;;12-28-2021
132;;135;12-28-2021
106;;134;12-28-2021
33;;142;12-29-2021
7;84;;12-29-2021
97;;22;12-29-2021
106;;101;12-29-2021
22;;60;12-29-2021
46;;132;12-29-2021
24;95;;12-29-2021
49;;120;12-29-2021
23;;139;12-29-2021
15;;145;12-29-2021
59;;107;12-29-2021
11;;131;12-29-2021
59;33;;12-29-2021
106;;89;12-29-2021
106;;87;12-29-2021
2;50;;12-29-2021
142;49;;12-30-2021
58;35;;12-30-2021
18;;150;12-30-2021
7;80;;12-30-2021
59;38;;12-30-2021
45;;92;05-05-2020
46;27;;05-27-2020
72;;72;07-07-2020
72;;71;07-07-2020
12;;71;08-12-2020
55;27;;06-13-2020
15;;139;08-01-2020
55;27;;06-13-2020
115;;90;06-15-2020
42;99;;08-17-2020
15;;140;08-01-2020
2;;75;06-11-2020
45;;90;05-05-2020
72;;73;07-07-2020
72;;70;07-07-2020
48;99;;11-01-2020
72;;75;07-07-2020
51;;92;08-07-2020
15;;138;08-01-2020
12;;75;08-12-2020
61;;91;07-23-2020
12;27;;08-06-2020
28;99;;05-05-2020
115;;92;06-15-2020
39;99;;11-03-2020
28;99;;05-05-2020
17;61;;06-25-2020
61;;92;07-23-2020
105;61;;02-14-2021
61;;90;07-23-2020
22;;140;09-21-2020
13;27;;03-10-2021
46;;73;08-04-2020
28;;91;02-13-2021
77;;72;02-13-2021
115;;91;06-15-2020
61;;92;07-23-2020
93;;94;03-06-2021
93;;93;03-06-2021
115;;92;06-15-2020
115;;91;06-15-2020
28;;90;02-13-2021
73;;72;02-07-2021
57;99;;06-14-2020
46;;74;08-04-2020
12;;74;08-12-2020
50;;95;04-17-2021
132;27;;04-22-2021
17;61;;06-25-2020
50;;94;04-17-2021
12;;70;08-12-2020
77;;75;02-13-2021
82;;139;09-15-2020
40;99;;06-07-2021
82;;140;09-15-2020
82;;138;09-15-2020
90;;140;10-12-2020
13;;71;01-07-2021
63;;93;10-13-2020
49;;70;06-30-2021
49;;140;08-16-2021
50;;93;04-17-2021
22;;139;09-21-2020
39;99;;11-03-2020
28;;92;02-13-2021
43;;75;09-27-2021
13;;73;01-07-2021
49;;71;06-30-2021
31;99;;03-09-2021
48;99;;11-01-2020
90;;139;10-12-2020
90;;138;10-12-2020
115;;90;06-15-2020
50;;74;05-31-2021
49;;138;08-16-2021
33;99;;05-28-2021
119;;90;08-18-2020
119;61;;03-31-2021
119;;72;11-01-2020
119;;73;11-01-2020
43;;73;09-27-2021
49;;139;08-16-2021
73;;74;02-07-2021
8;;75;11-03-2021
9;99;;10-30-2021
8;;92;02-16-2021
8;;71;11-03-2021
8;;73;11-03-2021
8;;91;02-16-2021
8;;72;11-03-2021
8;;90;02-16-2021
9;99;;10-30-2021
46;;71;08-04-2020
5;;93;11-09-2021
119;;70;11-01-2020
5;;94;11-09-2021
46;;74;08-04-2020
5;;95;11-09-2021
49;;74;06-30-2021
132;;70;11-19-2021
2;27;;08-06-2021
33;30;;09-22-2021
22;;140;09-21-2020
132;27;;04-22-2021
132;;71;11-19-2021
49;;73;06-30-2021
132;;75;11-19-2021
46;;72;08-04-2020
43;;72;09-27-2021
92;;93;12-08-2021
92;;95;12-08-2021
43;;74;09-27-2021
61;;90;07-23-2020
132;;72;11-19-2021
46;;75;08-04-2020
22;;139;09-21-2020
119;;71;11-01-2020
22;;138;09-21-2020
49;;71;06-30-2021
73;;70;02-07-2021
